SalePrice,LnSalePrice,LandContour_Lvl,LandContour_Low,LandContour_HLS,LandContour_Bnk,flatContour,hasGarage,Bathrooms,BldingType_TwnhsE,BldingType_Twnhs,BldingType_Duplex,BldingType_2fmCon,BldingType_1Fam,streetIsPaved,closeToAmentity,YrSold_2010,YrSold_2009,YrSold_2008,YrSold_2007,YrSold_2006,pop_density,closeToRailorRoad,LocationProxy,Age,Mo Sold,Garage Area,Fireplaces,TotRms AbvGrd,Kitchen AbvGr,Bedroom AbvGr,Gr Liv Area,Central Air,Overall Cond,Overall Qual,Lot Area,Lot Frontage,kitchen_Ex
269500,12.504323669331189,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,19,6,583.0,1,8,1,3,1760,1,5,7,12878,90.0,0
233170,12.359523080243038,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,13,9,644.0,0,7,1,3,1502,1,5,7,9541,79.0,0
386250,12.864240107194092,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,19,6,968.0,1,8,1,3,2392,1,5,10,13472,103.0,1
290000,12.577636201962656,1,0,0,0,1,1,3.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,19,6,730.0,1,10,1,4,2400,1,5,8,13262,96.0,0
255900,12.45254202214788,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,16,7,871.0,1,6,1,3,1606,1,5,8,9658,70.0,0
213000,12.269047444691562,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,17,8,484.0,1,6,1,2,1358,1,5,6,6904,47.0,0
196000,12.185869938212655,1,0,0,0,1,1,2.0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,4,17,8,624.0,1,5,1,1,1306,1,5,6,5381,34.0,0
184500,12.125404742462718,1,0,0,0,1,1,2.0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,4,17,3,624.0,1,5,1,1,1306,1,5,6,5122,34.0,0
212500,12.266697267346608,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,15,5,484.0,1,6,1,2,1358,1,5,7,10307,80.0,0
230000,12.345834587905333,1,0,0,0,1,1,2.0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,4,15,7,626.0,1,6,1,2,1314,1,5,7,5001,34.0,0
382500,12.854483932248728,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,19,7,685.0,1,8,1,3,2200,1,5,8,15262,117.0,1
320000,12.676076274775909,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,14,5,649.0,1,6,1,2,1884,1,5,9,7390,44.0,1
248500,12.423198124518821,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,14,4,539.0,1,6,1,2,1456,1,5,9,6472,48.0,1
286500,12.56549381513693,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,20,9,701.0,1,8,1,3,1712,1,5,8,16770,129.0,0
254000,12.445089546000673,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,16,12,550.0,1,6,1,2,1324,1,5,8,6240,48.0,0
173000,12.061046873479915,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,19,11,478.0,1,6,1,2,1405,1,5,7,3480,48.0,0
173000,12.061046873479915,1,0,0,0,1,1,2.0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,4,19,7,474.0,0,6,1,2,1626,1,5,7,2268,36.0,0
184000,12.122691036591123,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,17,6,390.0,1,8,1,3,1456,1,5,7,10928,63.0,0
167800,12.030528073015242,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,17,7,392.0,1,7,1,3,1490,1,5,6,8918,57.0,0
174000,12.066810578196666,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,17,6,390.0,1,8,1,3,1484,1,5,6,12589,149.0,0
174000,12.066810578196666,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,17,3,400.0,1,6,1,3,1560,1,5,6,11911,122.0,0
174000,12.066810578196666,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,15,6,660.0,1,7,1,2,1555,1,5,7,3684,53.0,0
175900,12.077670930725649,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,15,5,660.0,1,7,1,1,1569,1,5,7,3635,51.0,0
192500,12.167851432709975,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,17,5,430.0,1,7,1,2,1555,1,5,7,3182,43.0,0
181000,12.106252310247962,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,17,5,457.0,1,7,1,1,1504,1,5,7,3182,43.0,0
180000,12.100712129872347,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,17,8,397.0,1,5,1,2,1220,1,5,7,3182,43.0,0
160200,11.984178313616395,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,17,9,397.0,1,5,1,2,1145,1,5,7,3182,43.0,0
188500,12.146853285870202,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,18,7,432.0,1,6,1,3,1432,1,5,7,7795,71.0,0
200000,12.206072645530174,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,20,12,390.0,1,8,1,4,2267,1,5,6,8068,74.81,0
170000,12.043553716032399,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,18,8,400.0,1,6,1,3,1374,1,5,7,9434,59.0,0
189500,12.152144303504619,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,18,9,436.0,1,7,1,3,1630,1,5,7,7984,62.0,0
184100,12.123234367221169,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,20,3,527.0,1,7,1,3,1419,1,5,8,7750,66.85,0
195500,12.183315658407558,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,18,7,434.0,1,7,1,3,1594,1,5,7,10125,61.0,0
192000,12.165250651009918,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,19,6,400.0,1,8,1,3,1489,1,5,7,8965,74.81,0
178000,12.089538829274222,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,19,5,393.0,1,7,1,3,1342,1,5,7,8174,74.81,0
207500,12.24288661865289,1,0,0,0,1,1,2.0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,4,15,4,626.0,1,6,1,2,1314,1,5,7,5063,34.0,0
236000,12.371587084007746,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,22,4,554.0,1,8,1,4,2256,1,5,7,8795,74.81,0
257500,12.458774999085929,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,20,7,644.0,1,8,1,4,2004,1,5,8,12891,74.81,0
244000,12.404923504275338,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,22,7,390.0,1,7,1,3,2054,1,5,6,12224,74.81,0
167000,12.025749091398891,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,18,5,400.0,0,7,1,3,1374,1,5,7,9734,61.0,0
179000,12.095141084822892,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,22,6,463.0,1,7,1,3,1800,1,5,6,8123,60.0,0
190000,12.154779351142624,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,22,6,394.0,1,7,1,3,1514,1,5,6,8433,42.0,0
156000,11.957611286231675,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,23,3,400.0,1,7,1,3,1430,1,5,7,7750,62.0,0
245000,12.409013489526863,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,23,5,658.0,1,8,1,4,2312,1,5,7,15896,67.44,0
181000,12.106252310247962,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,23,6,502.0,1,7,1,3,1675,1,5,6,24682,117.64,0
214000,12.273731294003989,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,23,6,390.0,1,8,1,3,2060,1,5,7,8755,74.81,0
168000,12.031719258385396,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,23,6,410.0,1,7,1,3,1430,1,6,7,7848,64.0,0
337000,12.727838209334498,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,23,7,856.0,1,8,1,3,2365,1,5,8,9430,82.0,0
403000,12.90669184092882,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,27,7,810.0,1,9,1,4,2794,1,5,8,15138,174.0,1
327000,12.697715449879391,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,22,9,810.0,2,10,1,4,2687,1,5,8,12720,106.0,0
340000,12.736700896592344,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,24,5,1069.0,1,7,1,3,2450,1,5,8,16545,74.81,0
336000,12.724866438945341,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,24,7,676.0,1,8,1,4,2612,1,5,8,12203,98.0,0
265000,12.487485104968359,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,26,7,889.0,1,7,1,3,2344,1,5,7,10208,79.0,0
315000,12.66032791780777,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,28,6,815.0,2,7,1,3,2063,1,5,8,10750,74.81,0
260000,12.468436909997665,0,1,0,0,0,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,29,4,656.0,1,9,1,4,2646,1,5,7,9900,90.0,0
260000,12.468436909997665,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,27,11,647.0,1,7,1,3,2061,1,5,7,9085,79.0,0
263550,12.481998382283352,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,29,10,623.0,1,8,1,3,2232,1,5,8,11692,74.81,0
402000,12.904207367601158,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,28,7,711.0,1,8,1,4,2448,1,7,8,46589,52.0,0
248000,12.421184025147118,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,28,1,467.0,1,7,1,3,1850,1,6,7,29959,67.44,0
244600,12.407379502235209,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,4,14,12,898.0,1,6,1,3,1468,1,5,8,9612,74.0,0
275000,12.524526376648708,1,0,0,0,1,1,2.0,0,0,0,0,1,1,1,0,1,0,0,0,3,0,4,14,9,972.0,0,7,1,3,1696,1,5,8,11194,86.0,0
257500,12.458774999085929,1,0,0,0,1,1,2.5,0,0,0,0,1,1,1,0,1,0,0,0,3,0,4,14,9,726.0,1,7,1,3,1658,1,5,8,10206,78.0,0
287090,12.567551034433226,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,14,5,840.0,1,7,1,3,1578,1,5,8,9262,78.0,1
275500,12.526342907575106,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,15,3,844.0,1,7,1,3,1702,1,5,8,10130,85.0,0
245000,12.409013489526863,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,16,9,492.0,1,7,1,3,1432,1,5,8,9139,76.0,0
253000,12.441144767709657,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,17,2,689.0,1,8,1,3,1971,1,5,7,9675,75.0,0
252678,12.439871229831715,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,13,7,644.0,1,7,1,3,1852,1,5,7,8640,72.0,0
210000,12.254862809699606,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,14,6,676.0,0,6,1,3,1590,1,5,8,9000,75.0,0
208300,12.246734627249063,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,13,9,676.0,0,4,1,2,1218,1,5,6,7862,75.0,0
225000,12.323855681186558,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,14,10,529.0,0,6,1,3,1436,1,5,7,7993,90.0,0
229456,12.343466568968994,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,13,9,552.0,0,6,1,3,1314,1,5,8,8640,72.0,0
229800,12.344964644396793,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,14,5,625.0,0,7,1,3,1402,1,5,7,8640,72.0,0
250000,12.429216196844383,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,15,5,984.0,1,7,1,3,1530,1,5,9,12606,112.0,0
370878,12.823628446539173,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,13,10,478.0,1,7,1,2,1766,1,5,9,9187,85.0,1
238500,12.382124589310534,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,16,6,692.0,1,6,1,2,1448,1,5,8,7500,75.0,0
310000,12.644327576461329,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,14,4,812.0,1,10,1,3,2007,1,5,10,11003,85.0,1
270000,12.506177237980511,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,16,7,782.0,1,8,1,3,1795,1,5,8,10603,84.0,0
252000,12.437184366493561,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,17,5,1043.0,1,9,1,3,1953,1,5,8,10574,85.0,0
241000,12.392552212472792,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,16,10,438.0,0,7,1,2,1550,1,5,7,8125,65.0,0
264500,12.48559653028049,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,14,10,517.0,1,8,1,3,1836,1,5,8,8125,65.0,0
291000,12.581078546153629,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,16,3,711.0,1,8,1,3,1662,1,5,7,10625,85.0,1
263000,12.479909311159902,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,19,11,615.0,1,8,1,4,2094,1,5,7,9375,75.0,0
185000,12.128111104060462,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,18,10,400.0,0,6,1,2,1221,1,5,7,7500,62.0,0
234500,12.365210866868471,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,19,8,588.0,0,6,1,3,1553,1,5,7,8736,68.0,0
209000,12.250089530946948,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,4,0,4,19,3,628.0,0,6,1,3,1653,1,5,7,8127,65.0,0
159000,11.976659481202368,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,15,4,576.0,0,6,1,3,1218,1,6,7,9605,80.0,0
152000,11.931635799828413,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,16,6,484.0,0,6,1,3,1141,1,5,7,7500,63.0,0
143500,11.874090314181814,1,0,0,0,1,0,1.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,18,8,0.0,0,5,1,3,1158,1,5,6,7500,63.0,0
193000,12.170445467887022,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,18,1,478.0,0,8,1,3,1812,1,5,7,10628,96.0,0
203000,12.220961258023925,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,18,1,845.0,0,6,1,3,1512,1,5,8,10141,76.0,0
184900,12.127570417375216,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,19,8,555.0,0,5,1,2,1200,1,5,7,10083,67.0,0
159000,11.976659481202368,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,18,5,576.0,0,6,1,3,1114,1,5,7,13072,63.0,0
142000,11.863582336583399,1,0,0,0,1,0,1.5,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,18,8,0.0,0,6,1,3,1114,1,5,5,13072,63.0,0
153000,11.938193200374572,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,19,6,576.0,0,6,1,3,1114,1,5,5,12450,60.0,0
224243,12.32048556427219,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,14,2,788.0,0,6,1,2,1450,1,5,7,7328,61.0,0
220000,12.301382825334498,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,26,4,559.0,1,8,1,4,2122,1,5,7,11492,43.0,0
189000,12.14950229404178,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,21,4,527.0,1,6,1,3,1434,1,5,7,8529,65.0,0
171500,12.052338545588132,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,30,11,528.0,0,6,1,3,1730,1,6,6,7703,70.0,0
120000,11.695247021764184,1,0,0,0,1,1,1.5,1,0,0,0,0,1,0,0,1,0,0,0,3,0,3,42,4,288.0,1,6,1,3,1217,1,6,6,10762,75.0,0
145000,11.884489021402711,1,0,0,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,3,32,2,542.0,0,5,1,2,1332,1,5,6,7175,50.0,0
184000,12.122691036591123,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,28,10,495.0,0,6,1,3,1540,1,5,7,9109,70.0,0
162000,11.99535161421452,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3,36,7,465.0,0,6,1,3,1400,1,7,6,10274,74.81,0
160000,11.982929094215963,1,0,0,0,1,1,2.0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,3,41,5,612.0,2,8,2,4,1882,1,7,6,8250,75.0,0
82000,11.314474526246391,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,3,72,9,294.0,0,4,1,2,841,1,4,4,8400,60.0,0
76000,11.238488619268468,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,3,94,10,360.0,0,5,1,2,784,0,3,6,9000,60.0,0
110000,11.608235644774552,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,1,60,11,400.0,0,5,1,3,980,1,5,5,9750,63.0,0
135000,11.813030057420567,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,1,45,7,484.0,0,6,1,3,980,1,6,5,7064,71.0,0
141000,11.856515169360305,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,1,61,6,732.0,0,5,1,3,864,1,6,5,8499,74.81,0
122000,11.711776323715394,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,1,61,7,440.0,0,5,1,2,864,1,5,5,9079,74.81,0
129000,11.76756768334381,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,1,59,10,300.0,0,6,1,3,912,1,8,5,7791,74.81,0
131400,11.786001385032646,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,1,61,3,264.0,1,6,1,3,1144,1,6,5,10000,80.0,0
62383,11.041048081342682,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,1,57,12,360.0,1,5,1,3,864,1,5,5,8281,60.0,0
123000,11.719939634354555,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,1,60,10,252.0,0,6,1,3,912,1,6,5,7150,65.0,0
275000,12.524526376648708,0,1,0,0,0,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,42,4,864.0,2,6,1,2,2014,1,8,8,15676,74.81,0
235000,12.367340793126296,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,31,7,524.0,1,7,1,3,1755,1,8,7,11949,66.85,0
164500,12.010665849187564,1,0,0,0,1,1,2.5,1,0,0,0,0,1,0,0,1,0,0,0,4,0,4,13,6,528.0,0,4,1,2,1224,1,5,6,3951,40.0,0
173733,12.065274916913605,1,0,0,0,1,1,2.5,1,0,0,0,0,1,0,0,1,0,0,0,4,0,4,13,6,528.0,0,4,1,2,1224,1,5,6,3000,30.0,0
222000,12.310432660854417,1,0,0,0,1,1,2.5,1,0,0,0,0,1,0,0,1,0,0,0,4,0,4,14,1,561.0,1,6,1,2,1726,1,5,6,3830,74.81,0
195000,12.180754837545884,1,0,0,0,1,1,1.5,1,0,0,0,0,1,0,0,1,0,0,0,4,0,4,14,3,641.0,1,5,1,1,1256,1,5,6,4217,74.81,0
172500,12.058152515453552,1,0,0,0,1,1,2.5,1,0,0,0,0,1,0,0,1,0,0,0,4,0,4,23,3,440.0,0,6,1,3,1471,1,5,6,3230,34.0,0
180000,12.100712129872347,1,0,0,0,1,1,2.5,1,0,0,0,0,1,0,0,1,0,0,0,4,0,4,22,8,440.0,0,4,1,2,1512,1,5,6,2998,34.0,0
156000,11.957611286231675,1,0,0,0,1,1,2.5,1,0,0,0,0,1,0,0,1,0,0,0,4,0,4,23,9,506.0,0,6,1,3,1452,1,5,7,3768,35.0,0
318750,12.672162375454773,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,45,6,642.0,1,5,1,2,1694,1,9,8,14694,74.81,1
211500,12.261980277468469,1,0,0,0,1,1,1.0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,4,41,9,484.0,2,4,1,1,1226,1,5,8,3782,61.0,0
241600,12.395038745042797,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,41,6,540.0,0,7,1,2,1740,1,5,7,15417,110.0,0
150000,11.918390573078392,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,1,46,6,490.0,1,8,1,3,1620,1,4,4,9991,74.81,0
154000,11.944707881395766,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,0,1,0,0,0,3,1,2,54,5,441.0,0,8,1,4,1556,1,6,6,11700,78.0,0
185000,12.128111104060462,1,0,0,0,1,1,2.0,0,0,0,0,1,1,1,0,1,0,0,0,3,0,2,52,2,615.0,1,6,1,2,1442,1,6,6,11717,74.81,0
185750,12.132156962580005,1,0,0,0,1,1,2.0,0,0,0,0,1,1,1,0,1,0,0,0,3,0,2,54,8,462.0,1,7,1,3,1489,1,7,6,9156,74.81,0
200000,12.206072645530174,1,0,0,0,1,1,2.5,0,0,0,0,1,1,1,0,1,0,0,0,3,0,2,49,11,484.0,2,7,1,3,2090,1,6,7,10382,74.81,0
206000,12.235631447771718,1,0,0,0,1,1,2.5,0,0,0,0,1,1,1,0,1,0,0,0,3,0,2,48,6,784.0,2,7,1,3,2067,1,6,7,12732,74.81,0
162000,11.99535161421452,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,50,12,497.0,1,6,1,3,1395,1,6,6,12936,74.81,0
256900,12.456442183097975,1,0,0,0,1,1,2.5,0,0,0,0,1,1,1,0,1,0,0,0,3,0,2,55,5,515.0,1,8,1,5,2640,1,7,6,10400,80.0,0
197900,12.195517131590657,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,55,6,480.0,1,7,1,3,1724,1,5,6,17871,74.81,0
163000,12.0015054797889,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,2,53,8,502.0,1,6,1,3,1336,1,5,5,9600,80.0,0
230000,12.345834587905333,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,45,11,520.0,2,8,1,4,2288,1,7,7,13774,74.81,0
167900,12.031123843065632,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,45,4,630.0,1,6,1,2,1334,1,5,6,9650,80.0,0
213250,12.270220465353926,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,2,24,6,583.0,1,7,1,3,1680,1,5,7,10140,78.0,0
227000,12.332705296463539,1,0,0,0,1,1,2.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,21,11,528.0,0,6,1,3,1665,1,6,8,8400,70.0,0
130000,11.77528972943772,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,55,6,312.0,0,5,1,2,864,1,6,5,7130,62.0,0
143000,11.870599909242044,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,55,3,440.0,0,7,1,3,1568,1,5,5,9600,80.0,0
117500,11.67419361256635,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,57,7,429.0,0,5,1,2,925,1,6,5,9100,70.0,0
172500,12.058152515453552,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,51,5,495.0,1,5,1,3,1320,1,5,6,16500,66.85,0
161500,11.992260421644849,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,2,55,9,457.0,1,7,1,3,1342,1,5,6,9790,66.85,0
141500,11.86005499606543,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,62,8,396.0,1,5,1,2,894,1,7,4,7436,60.0,0
118000,11.678439903447801,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,63,9,308.0,0,5,1,3,864,1,7,5,8125,65.0,0
127500,11.755871643580617,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,63,10,300.0,0,5,1,2,864,1,6,6,9100,70.0,0
140000,11.84939770159144,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,65,5,768.0,1,6,1,3,1362,1,5,4,9450,74.81,0
177625,12.087429865399402,1,0,0,0,1,1,2.0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,66,7,576.0,1,7,1,3,1728,1,6,5,13495,74.81,0
167000,12.025749091398891,1,0,0,0,1,1,1.5,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,58,2,472.0,0,6,1,3,1516,1,6,6,10004,100.0,0
